Алгоритм Пошуку,Час для пошуку існуючого тексту 1,Час для пошуку неіснуючого тексту 1,Час для пошуку існуючого тексту 2,Час для пошуку неіснуючого тексту 2
kmp_search,0.00925362700218102,0.029196140996646136,0.007729605000349693,0.04342854399874341
boyer_moore_search,0.0013634520000778139,0.005145003997313324,0.0012558180023916066,0.007845970001653768
rabin_karp_search,0.023043074004817754,0.07167840199690545,0.020453431003261358,0.10850423599913483
